t_s,temp_c
6780,17.56956353319267
6810,17.395191405947614
6840,17.221674100514804
6870,17.049007426314326
6900,16.877187213309718
6930,16.70620931190721
6960,16.536069592855497
6990,16.366763947146076
7020,16.19828828591396
7050,16.030638540338934
7080,15.86381066154732
7110,15.69780062051413
7140,15.532604407965856
7170,15.36821803428355
7200,15.20463752940654
7230,15.041858942736482
7260,14.879878343042051
7290,14.71869181836388
7320,14.558295475920161
7350,14.398685442012635
7380,14.239857861932954
7410,14.081808899869728
7440,13.92453473881573
7470,13.768031580475853
7500,13.612295645175251
7530,13.457323171768188
7560,13.303110417547074
7590,13.14965365815219
7620,12.996949187481633
7650,12.844993317601926
7680,12.693782378658845
7710,12.543312718788858
7740,12.3935807040309
7770,12.244582718238622
7800,12.096315162993061
7830,11.94877445751571
7860,11.801957038582081
7890,11.655859360435588
7920,11.510477894702017
7950,11.365809130304175
7980,11.22184957337723
8010,11.078595747184231
8040,10.93604419203221
8070,10.794191465188561
8100,10.653034140797981
8130,10.51256880979965
8160,10.372792079844952
8190,10.233700575215515
8220,10.095290936741709
8250,9.957559821721517
8280,9.820503903839775
8310,9.684119873087901
8340,9.548404435683874
8370,9.41335431399277
8400,9.278966246447531
8430,9.145236987470259
8460,9.01216330739377
8490,8.879741992383664
8520,8.74796984436064
8550,8.61684368092332
8580,8.486360335271343
8610,8.356516656128903
8640,8.227309507668679
8670,8.098735769436015
8700,7.970792336273668
8730,7.843476118246709
8760,7.71678404056799
8790,7.590713043523824
8820,7.465260082400114
8850,7.340422127408818
8880,7.216196163614789
8910,7.092579190862931
8940,6.969568223705785
8970,6.8471602913313845
9000,6.725352437491534
9030,6.604141720430427
9060,6.48352521281355
9090,6.363500001657048
9120,6.244063188257314
9150,6.1252118881210365
9180,6.006943230895491
9210,5.889254360299258
9240,5.772142434053205
9270,5.655604623811875
9300,5.539638115095148
9330,5.424240107220314
9360,5.309407813234387
9390,5.195138459846806
9420,5.081429287362514
9450,4.9682775496152125
9480,4.855680513901131
9510,4.743635460912973
9540,4.632139684674264
9570,4.521190492473995
9600,4.4107852048015985
9630,4.3009211552822215
9660,4.191595690612353
9690,4.082806170495715
9720,3.974549967579531
9750,3.8668244673910372
9780,3.759627068274373
9810,3.652955181327737
9840,3.546806230340845
9870,3.4411776517327546
9900,3.336066894489896
9930,3.2314714201045227
9960,3.127388702513361
9990,3.023816228036626
10020,2.920751495317287
10050,2.8181920152607134
10080,2.71613531097449
10110,2.614578917708659
10140,2.5135203827961448
10170,2.412957265593576
10200,2.3128871374222726
10230,2.2133075815096532
10260,2.11421619293084
10290,2.0156105785505787
10320,1.9174883569654426
10350,1.8198471584463292
10380,1.722684624881225
10410,1.6259984097182318
10440,1.5297861779089494
10470,1.4340456058520203
10500,1.3387743813370712
10530,1.2439702034888036
10560,1.1496307827115082
10590,1.0557538406336917
10620,0.9623371100530989
10650,0.8693783348819579
10680,0.7768752700924573
10710,0.6848256816625771
10740,0.593227346522081
10770,0.5020780524988808
10800,0.41137559826556824
10830,0.3211177932862803
10860,0.2313024577637819
10890,0.141927422586825
10920,0.05299052927774994
10950,0
10980,0
11010,0
11040,0
11070,0
11100,0
11130,0
11160,0
11190,0
11220,0
11250,0
11280,0
11310,0
11340,0
11370,0
11400,0
11430,0
11460,0
11490,0
11520,0
11550,0
11580,0
11610,0
11640,0
11670,0
11700,0
11730,0
11760,0
11790,0
11820,0
11850,0
11880,0
11910,0
11940,0
11970,0
12000,0
12030,0
12060,0
12090,0
12120,0
12150,0
12180,0
12210,0
12240,0
12270,0
12300,0
12330,0
12360,0
12390,0
12420,0
12450,0
12480,0
12510,0
12540,0
12570,0
12600,0
12630,0
12660,0
12690,0
12720,0
12750,0
12780,0
12810,0
12840,0
12870,0
12900,0
12930,0
12960,0
12990,0
13020,0
13050,0
13080,0
13110,0
13140,0
13170,0
13200,0
13230,0
13260,0
13290,0
13320,0
13350,0
13380,0
13410,0
13440,0
13470,0
13500,0
13530,0
13560,0
13590,0
13620,0
13650,0
13680,0
13710,0
13740,0
13770,0
13800,0
13830,0
13860,0
13890,0
13920,0
13950,0
13980,0
14010,0
14040,0
14070,0
14100,0
14130,0
14160,0
14190,0
14220,0
14250,0
14280,0
14310,0
14340,0
14370,0
14400,0
14430,0
14460,0
14490,0
14520,0
14550,0
14580,0
14610,0
14640,0
14670,0
14700,0
14730,0
14760,0
14790,0
14820,0
14850,0
14880,0
14910,0
14940,0
14970,0
15000,0
15030,0
15060,0
15090,0
15120,0
15150,0
15180,0
15210,0
15240,0
15270,0
15300,0
15330,0
15360,0
15390,0
15420,0
15450,0
15480,0
15510,0
15540,0
15570,0
15600,0
15630,0
15660,0
15690,0
15720,0
15750,0
15780,0
15810,0
15840,0
15870,0
15900,0
15930,0
15960,0
15990,0
16020,0
16050,0
16080,0
16110,0
16140,0
16170,0
16200,0
16230,0
16260,0
16290,0
16320,0
16350,0
16380,0
16410,0
16440,0
16470,0
16500,0
16530,0
16560,0
16590,0
16620,0
16650,0
16680,0
16710,0
16740,0
16770,0
16800,0
16830,0
16860,0
16890,0
16920,0
16950,0
16980,0
17010,0
17040,0
17070,0
17100,0
17130,0
17160,0
17190,0
17220,0
17250,0
17280,0
17310,0
17340,0
17370,0
17400,0
17430,0
17460,0
17490,0
17520,0
17550,0
17580,0
17610,0
17640,0
17670,0
17700,0
17730,0
17760,0
17790,0
17820,0
17850,0
17880,0
17910,0
17940,0
17970,0
18000,0
18030,0
18060,0
18090,0
18120,0
18150,0
18180,0
18210,0
18240,0
18270,0
18300,0
18330,0
18360,0
18390,0
18420,0
18450,0
18480,0
18510,0
18540,0
18570,0
18600,0
18630,0
18660,0
18690,0
18720,0
18750,0
18780,0
18810,0
18840,0
18870,0
18900,0
18930,0
18960,0
18990,0
19020,0
19050,0
19080,0
19110,0
19140,0
19170,0
19200,0
19230,0
19260,0
19290,0
19320,0
19350,0
19380,0
19410,0
19440,0
19470,0
19500,0
19530,0
19560,0
19590,0
19620,0
19650,0
19680,0
19710,0
19740,0
19770,0
19800,0
19830,0
19860,0
19890,0
19920,0
19950,0
19980,0
20010,0
20040,0
20070,0
20100,0
20130,0
20160,0
20190,0
20220,0
20250,0
20280,0
20310,0
20340,0
20370,0
20400,0
20430,0
20460,0
20490,0
20520,0
20550,0
20580,0
20610,0
20640,0
20670,0
20700,0
20730,0
20760,0
20790,0
20820,0
20850,0
20880,0
20910,0
20940,0
20970,0
21000,0
21030,0
21060,0
21090,0
21120,0
21150,0
21180,0
21210,0
21240,0
21270,0
21300,0
21330,0
21360,0
21390,0
21420,0
21450,0
21480,0
21510,0
21540,0
21570,0
21600,0
